Study_ID,Scientific_name,Common_name,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,nest_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,breeding_system,parental_care,mono_poly_model,cooperative_breeding,body_mass,CS_max,nest_type_model,marker_type_model,nest_box_model,study_duration_num,coloniality,migration,MonoBIRDBASE,PolyBIRDBASE,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring
275Johannessen2011,Pseudopodoces_humilis,ground_tit,352,0.3,75,1.3,30.48,91.1,no,microsatellite,NA,2005,2006,2,April,September,Pseudopodoces_humilis,Pseudopodoces_humilis,Pseudopodoces_humilis,Pseudopodoces_humilis,cooperative_breeder,cooperation,NA,yes,45.5,6,NA,microsatellite,no,2,0,Weak,NA,NA,1,74,1,351
111Wang2014,Pseudopodoces_humilis,ground_tit,966,12.6,172,32,34.23,102.03,no,microsatellite,NA,2007,2012,6,May,July,Pseudopodoces_humilis,Pseudopodoces_humilis,Pseudopodoces_humilis,Pseudopodoces_humilis,monogamy_cooperative_breeder,cooperation,NA,yes,45.5,6,NA,microsatellite,no,6,0,Weak,NA,NA,55,117,122,844
338 Klauke2013,Pyrrhura_orcesi,el_oro_parakeet,104,1,28,3.6,-3.65,-79.77,yes,microsatellite,NA,2008,2008,1,December,March,Pyrrhura_orcesi,Pyrrhura_orcesi,Pyrrhura_orcesi,Pyrrhura_orcesi,cooperative_breeder,cooperation,monogamy,NA,70,NA,NA,microsatellite,yes,1,0,Weak,Mono,NA,1,27,1,103
186Temple2009,Ramphocinclus_brachyurus,white-breasted_thrasher,67,7.5,30,13.3,13.92,-60.92,no,microsatellite,CP,2002,2004,3,April,September,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,cooperative_breeder,cooperation,monogamy,yes,50,4,open,microsatellite,no,3,0,Weak,Mono,NA,4,26,5,62
55Schleiche1997,Remiz_pendulinus,penduline_tit,201,7,52,17.3,47.93,17.72,no,DNA_fingerprinting,PN,1993,1994,2,April,August,Remiz_pendulinus,Remiz_pendulinus,Remiz_pendulinus,Remiz_pendulinus,polygynandry,uniparental,mixed,no,10.25,7,other_enclosed,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,9,43,14,187
382van Dijk2010,Remiz_pendulinus,penduline_tit,166,23.5,55,52.7,46.32,20.1,no,microsatellite,PN,2002,2007,6,April,August,Remiz_pendulinus,Remiz_pendulinus,Remiz_pendulinus,Remiz_pendulinus,polygynandry,uniparental,mixed,no,10.25,7,other_enclosed,microsatellite,no,6,0,Strong,Mono,Poly,29,26,39,127
271Whittingham1997,Sericornis_frontalis,white-browed_scrubwren,137,12.4,51,23.5,-35.27,149.1,yes,DNA_fingerprinting,DM,1992,1993,2,April,May,Sericornis_frontalis,Sericornis_frontalis,Sericornis_frontalis,Sericornis_frontalis,cooperative_breeder,cooperation,mixed,yes,12.88,3,ground,DNA_fingerprinting,yes,2,0,Weak,Mono,Poly,12,39,17,120
2Jacobs2015,Sialia_mexicana,Western_bluebird,324,35.2,72,70.8,35.88,-106.03,yes,microsatellite,CP,2010,2012,3,May,August,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,cooperative_breeder,cooperation,monogamy,yes,27,6,open,microsatellite,yes,3,0,Weak,Mono,NA,51,21,114,210
233Dickinson1998,Sialia_mexicana,Western_bluebird,207,18.8,51,45.1,36.37,-121.05,yes,DNA_fingerprinting,CP,1993,1995,3,March,May,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,cooperative_breeder,cooperation,monogamy,yes,27,6,open,DNA_fingerprinting,yes,3,0,Weak,Mono,NA,23,28,39,168
145Ferree2011,Sialia_mexicana,Western_bluebird,1046,22.1,256,44.9,36.37,-121.05,yes,microsatellite,CP,2000,2005,6,March,May,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,cooperative_breeder,cooperation,monogamy,yes,27,6,open,microsatellite,yes,6,0,Weak,Mono,NA,115,141,231,815
267Han2015,Sitta_pusilla,brown-headed_nuthatch,237,27.8,59,40.7,30.65,-84.2,no,microsatellite,CV,2006,2010,5,February,NA,Sitta_pusilla,Sitta_pusilla,Sitta_pusilla,Sitta_pusilla,cooperative_breeder,cooperation,NA,yes,10.076,9,cavity,microsatellite,no,5,1,Weak,NA,NA,24,35,66,171
175Maguire2008,Stipiturus_malachurus,southern_emu-wren,50,12,27,14.8,-38.38,141.6,no,microsatellite,DM,2000,2002,3,August,March,Stipiturus_malachurus,Stipiturus_malachurus,Stipiturus_malachurus,Stipiturus_malachurus,cooperative_breeder,cooperation,NA,NA,7.25,4,ground,microsatellite,no,3,0,Weak,NA,NA,4,23,6,44
304Warrington2013,Struthidea_cinerea,apostlebird,NA,NA,78,2.6,-31,142,no,microsatellite,CP,2006,2010,5,August,December,Struthidea_cinerea,Struthidea_cinerea,Struthidea_cinerea,Struthidea_cinerea,polyandry_cooperative_breeder,cooperation,NA,yes,132.5,5,open,microsatellite,no,5,0,Weak,NA,NA,2,76,NA,NA
192Woxvold2007,Struthidea_cinerea,apostlebird,41,0,15,0,-34.57,145.75,no,microsatellite,CP,1998,2001,4,August,January,Struthidea_cinerea,Struthidea_cinerea,Struthidea_cinerea,Struthidea_cinerea,polyandry_cooperative_breeder,cooperation,NA,yes,132.5,5,open,microsatellite,no,4,0,Weak,NA,NA,0,15,0,41
100Kimwele2002,Struthio_camelus,ostrich,61,49.2,6,100,-1.4,36.8,no,microsatellite,SC,1998,1998,1,July,December,Struthio_camelus,Struthio_camelus,Struthio_camelus,Struthio_camelus,polyandry,biparental,polygamy,NA,114500,11,ground,microsatellite,no,1,0,Weak,NA,Poly,6,0,30,31
393Alatalo1996,Tetrao_tetrix,black_grouse,66,0,11,0,62.17,25.08,NA,NA,SC,1987,1994,8,April,May,Tetrao_tetrix,Tetrao_tetrix,Lyrurus_tetrix,Lyrurus_tetrix,no_social_bond,uniparental,polygamy,NA,1262.5,11,ground,NA,NA,8,0,Weak,NA,Poly,0,11,0,66
79 Lebigre2007,Tetrao_tetrix,black_grouse,NA,NA,130,3.8,63,26,no,microsatellite,SC,2001,2005,5,April,May,Tetrao_tetrix,Tetrao_tetrix,Lyrurus_tetrix,Lyrurus_tetrix,no_social_bond,uniparental,polygamy,NA,1262.5,11,ground,microsatellite,no,5,0,Weak,NA,Poly,5,125,NA,NA
398Gill2005,Thryothorus_leucotis,buff-breasted_wrens,53,3.8,31,3.2,10.17,-79.7,no,microsatellite,SP,1997,1999,3,February,June,Thryothorus_leucotis,Thryothorus_leucotis,Cantorchilus_leucotis,Cantorchilus_leucotis,cooperative_breeder,biparental,monogamy,NA,19.75,3,other_enclosed,microsatellite,no,3,0,Weak,Mono,NA,1,30,2,51
364Brennan2012,Tinamus_major,great_tinamou,121,24,28,57.1,10.43,-83.98,no,microsatellite,SC,2000,2002,3,February,May,Tinamus_major,Tinamus_major,Tinamus_major,Tinamus_major,polyandry,uniparental,polygamy,NA,1006.75,6,ground,microsatellite,no,3,0,Weak,NA,Poly,16,12,29,92
377Lanctot1997,Tryngites_subruficollis,buff-breasted_sandpiper,NA,NA,47,40.4,70.2,-148.25,no,DNA_fingerprinting,NA,1993,1994,2,June,August,Tryngites_subruficollis,Tryngites_subruficollis,Calidris_subruficollis,Calidris_subruficollis,no_social_bond,uniparental,polygamy,NA,66.5,4,NA,DNA_fingerprinting,no,2,0,Strong,NA,Poly,19,28,NA,NA
309Nelson-Flower 2011,Turdoides_bicolor,pied_babbler,145,4.8,NA,NA,-26.97,21.82,no,microsatellite,CP,2004,2008,5,September,May,Turdoides_bicolor,Turdoides_bicolor,Turdoides_bicolor,Turdoides_bicolor,cooperative_breeder,cooperation,NA,NA,75.26666667,5,open,microsatellite,no,5,0,Weak,NA,NA,NA,NA,7,138
248Lundy1998,Turdoides_squamiceps,Arabian_babbler,186,0,44,0,30.77,35.27,no,DNA_fingerprinting,CP,1993,1995,3,February,July,Turdoides_squamiceps,Turdoides_squamiceps,Argya_squamiceps,Argya_squamiceps,cooperative_breeder,cooperation,NA,yes,73.5,5,open,DNA_fingerprinting,no,3,0,Weak,NA,NA,0,44,0,186
248Lundy1998,Tympanuchus_cupido,prairie_chicken,NA,NA,25,44,44.33,-89.63,no,DNA_fingerprinting,SC,1993,1995,3,February,August,Tympanuchus_cupido,Tympanuchus_cupido,Tympanuchus_cupido,Tympanuchus_cupido,lekking,uniparental,polygamy,NA,872.25,17,ground,DNA_fingerprinting,no,3,0,Weak,NA,Poly,11,14,NA,NA
468Saracura2008,Vanellus_chilensis,Southern_lapwing,41,9.8,16,18.8,-15.77,-47.87,no,DNA_fingerprinting,SC,2000,2002,3,July,June,Vanellus_chilensis,Vanellus_chilensis,Vanellus_chilensis,Vanellus_chilensis,cooperative_breeder,nk_cooperation,monogamy,yes,291.5,4,ground,DNA_fingerprinting,no,3,0,Weak,Mono,NA,3,13,4,37
397Rubenstein2007,Lamprotornis_superbus,superb_starling,271,34,100,25,0.28,37.87,no,microsatellite,NA,2005,2008,4,NA,NA,Lamprotornis_superbus,Lamprotornis_superbus,Lamprotornis_superbus,Lamprotornis_superbus,cooperative_breeder,cooperation,monogamy,yes,68.5,4,NA,microsatellite,no,4,0,Weak,Mono,NA,25,75,92,179
333Mulder1994,Malurus_cyane,superb_fairywren,181,76,40,95,-35.28,149.11,no,DNA_fingerprinting,DM,1989,1991,3,August,December,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,cooperative_breeder,cooperation,monogamy,yes,11.33333333,4,ground,DNA_fingerprinting,no,3,0,Weak,Mono,NA,38,2,138,43
475Wrege1987,Merops_bullockoides,white-fronted_bee-eater,NA,NA,65,6.1,-0.37,36.08,no,other,BU,1982,1984,3,October,December,Merops_bullockoides,Merops_bullockoides,Merops_bullockoides,Merops_bullockoides,cooperative_breeder,cooperation,monogamy,yes,33,5,cavity,mixed_other,no,3,1,Weak,Mono,NA,4,61,NA,NA
57Blackmore2007,Pomatostomus_temporalis,grey-crowned_babbler,NA,NA,60,18.33,-30.54,149.38,no,microsatellite,DM,2003,2004,2,July,March,Pomatostomus_temporalis,Pomatostomus_temporalis,Pomatostomus_temporalis,Pomatostomus_temporalis,cooperative_breeder,cooperation,monogamy,yes,72.5,6,ground,microsatellite,no,2,0,Weak,Mono,NA,11,49,NA,NA
179Gibbs1994,Tribonyx mortierii,Tasmanian_native-hen,NA,NA,6,0,-42.63,148.06135,no,DNA_fingerprinting,CP,1989,1989,1,July,September,Gallinula_mortierii,Gallinula_mortierii,Tribonyx_mortierii,Tribonyx_mortierii,cooperative_breeder,cooperation,mixed,yes,1292.5,8,open,DNA_fingerprinting,no,1,0,Weak,Mono,Poly,0,6,NA,NA
178Gavin1998,Accipiter gentilis atricapillus,northern_goshawk,77,1.3,39,2.6,36.71,-112.22,no,other,PL,1991,1993,3,April,August,Accipiter_gentilis,Accipiter_gentilis,Astur_gentilis,Astur_gentilis,monogamy,biparental,monogamy,no,1153.75,5,open,mixed_other,no,3,0,Weak,Mono,NA,1,38,1,76
206Stewart2006,Passer_domesticus,house_sparrow,419,10.7,126,26.2,35,-83,yes,microsatellite,"CV,SP,CR",1995,1996,2,March,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,microsatellite,yes,2,0,Weak,Mono,NA,33,93,45,374
205Stewart2015,Passer_domesticus,house_sparrow,267,12.7,75,26.7,35,-83,yes,microsatellite,"CV,SP,CR",2004,2004,1,March,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,microsatellite,yes,1,0,Weak,Mono,NA,20,55,34,233
395Václav2007,Passer_domesticus,house_sparrow,129,10.1,35,28.6,48.17,16.3,yes,microsatellite,"CV,SP,CR",2000,2000,1,March,July,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,microsatellite,yes,1,0,Weak,Mono,NA,10,25,13,116
394Vaclav2003,Passer_domesticus,house_sparrow,136,18.4,46,43.5,48.17,16.3,yes,DNA_fingerprinting,"CV,SP,CR",1999,1999,1,March,July,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,20,26,25,111
227Veiga2000,Passer_domesticus,house_sparrow,171,7,54,9.3,40.63,-4,yes,DNA_fingerprinting,"CV,SP,CR",1995,1995,1,March,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,5,49,12,159
224Wetton1991,Passer_domesticus,house_sparrow,536,13.6,183,26.8,53.07,-0.95,yes,DNA_fingerprinting,"CV,SP,CR",1985,1989,5,March,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,DNA_fingerprinting,yes,5,0,Weak,Mono,NA,49,134,73,463
391Whitekiller2000,Passer_domesticus,house_sparrow,136,19.9,41,36.6,35.2,-97.43,yes,DNA_fingerprinting,"CV,SP,CR",1994,1997,4,March,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,DNA_fingerprinting,yes,4,0,Weak,Mono,NA,15,26,27,109
359Cordero2002,Passer_montanus,tree_sparrow,114,10.5,35,22.9,46.52,6.57,yes,DNA_fingerprinting,"CV,BU",1991,1992,2,April,August,Passer_montanus,Passer_montanus,Passer_montanus,Passer_montanus,monogamy,biparental,monogamy,NA,23.33333333,9,cavity,DNA_fingerprinting,yes,2,0,Weak,Mono,NA,8,27,12,102
359Cordero2002,Passer_montanus,tree_sparrow,151,7.9,40,25,41.58,-2.43,yes,DNA_fingerprinting,"CV,BU",1993,1995,3,April,August,Passer_montanus,Passer_montanus,Passer_montanus,Passer_montanus,monogamy,biparental,monogamy,NA,23.33333333,9,cavity,DNA_fingerprinting,yes,3,0,Weak,Mono,NA,10,30,12,139
177Seress2007,Passer_montanus,tree_sparrow,76,9.2,19,21.1,46.25,20.13,yes,microsatellite,"CV,BU",2006,2006,1,March,August,Passer_montanus,Passer_montanus,Passer_montanus,Passer_montanus,monogamy,biparental,monogamy,NA,23.33333333,9,cavity,microsatellite,yes,1,0,Weak,Mono,NA,4,15,7,69
102Freeman-Gallant1996,Passerculus_sandwichensis,savannah_sparrow,160,23.1,42,42.9,44.58,-66.77,no,DNA_fingerprinting,CP,1992,1993,2,May,July,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,monogamy,biparental,polygamy,NA,21.4,6,open,DNA_fingerprinting,no,2,0,Strong,NA,Poly,18,24,37,123
103Freeman-Gallant2003,Passerculus_sandwichensis,savannah_sparrow,145,47.6,43,65.1,44.58,-66.77,no,DNA_fingerprinting,CP,1994,1995,2,May,July,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,monogamy,biparental,polygamy,NA,21.4,6,open,DNA_fingerprinting,no,2,0,Strong,NA,Poly,28,15,69,76
104Freeman-Gallant2005,Passerculus_sandwichensis,savannah_sparrow,411,47.2,116,68.1,44.58,-66.77,no,microsatellite,CP,2002,2003,2,May,July,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,monogamy,biparental,polygamy,NA,21.4,6,open,microsatellite,no,2,0,Strong,NA,Poly,79,37,194,217
337Perlut2008,Passerculus_sandwichensis,savannah_sparrow,191,54,77,72,44,-72,no,microsatellite,CP,2002,2005,4,May,July,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,Passerculus_sandwichensis,monogamy,biparental,polygamy,NA,21.4,6,open,microsatellite,no,4,0,Strong,NA,Poly,55,22,103,88
281Estep2005,Passerina_caerulea,blue_grosbeak,55,52.7,20,70,32.6,-85.3,no,microsatellite,CP,1997,1998,2,May,August,Passerina_caerulea,Passerina_caerulea,Passerina_caerulea,Passerina_caerulea,monogamy,biparental,NA,NA,29,5,open,microsatellite,no,2,0,Strong,NA,NA,14,6,29,26
120Westneat1990,Passerina_cyanea,indigo_bunting,63,34.9,25,48,35.88,-79.02,no,DNA_fingerprinting,CP,1986,1986,1,May,August,Passerina_cyanea,Passerina_cyanea,Passerina_cyanea,Passerina_cyanea,monogamy,biparental,mixed,no,15.65,4,open,DNA_fingerprinting,no,1,0,Strong,Mono,Poly,12,13,22,41
416Ardern1997,Petroica_australis,New_Zealand_robin,62,0,37,0,-41.08,174.27,no,microsatellite,CP,1992,1995,4,October,January,Petroica_australis,Petroica_australis,Petroica_longipes,Petroica_longipes,monogamy,biparental,monogamy,NA,29.775,3,open,microsatellite,no,4,0,Weak,Mono,NA,0,37,0,62
130Dowling2006,Petroica_goodenovii,red-capped_robin,240,22.1,NA,37,-36.17,144.22,no,microsatellite,CP,2000,2002,3,August,January,Petroica_goodenovii,Petroica_goodenovii,Petroica_goodenovii,Petroica_goodenovii,monogamy,biparental,monogamy,NA,8,3,open,microsatellite,no,3,0,Weak,Mono,NA,NA,NA,53,187
154Nemeth2012,Petronia_petronia,rock_sparrow,277,24.5,56,44.6,44.97,6.63,yes,microsatellite,"CR,DM",2008,2009,2,May,July,Petronia_petronia,Petronia_petronia,Petronia_petronia,Petronia_petronia,monogamy,biparental,polygamy,NA,32.5,8,cavity,microsatellite,yes,2,0,Weak,NA,Poly,25,31,68,209
29Pilastro2002,Petronia_petronia,rock_sparrow,181,32,42,57.1,NA,NA,yes,DNA_fingerprinting,"CR,DM",1997,1999,3,NA,NA,Petronia_petronia,Petronia_petronia,Petronia_petronia,Petronia_petronia,monogamy,biparental,polygamy,NA,32.5,8,cavity,DNA_fingerprinting,yes,3,0,Weak,NA,Poly,24,18,58,123
296Chu2002,Phainopepla_nitens,phainopepla,48,0,25,0,33.68,-117,no,DNA_fingerprinting,CP,1995,1999,5,NA,NA,Phainopepla_nitens,Phainopepla_nitens,Phainopepla_nitens,Phainopepla_nitens,monogamy,biparental,monogamy,NA,22.6,4,open,DNA_fingerprinting,no,5,1,Weak,Mono,NA,0,25,0,48
224Graves1992,Phalacrocorax_aristotelis,shag,28,17.9,15,20,56.18,-2.57,no,DNA_fingerprinting,PL,1987,1987,1,April,July,Phalacrocorax_aristotelis,Phalacrocorax_aristotelis,Gulosus_aristotelis,Gulosus_aristotelis,monogamy,biparental,polygamy,NA,1777.25,6,open,DNA_fingerprinting,no,1,1,Weak,NA,Poly,3,12,5,23
274Calderón2012,Phalacrocorax_atriceps,imperial_shag,110,0,37,0,-43.08,-64.5,no,microsatellite,PL,2004,2005,2,August,March,Phalacrocorax_atriceps,Phalacrocorax_atriceps,Leucocarbo_atriceps,Leucocarbo_atriceps,monogamy,biparental,NA,NA,2294.666667,5,open,microsatellite,no,2,1,Weak,NA,NA,0,37,0,110
366Minias2016,Phalacrocorax_carbo,great_cormorant,124,10.5,30,30,51.73,18.63,no,microsatellite,"PL,M",2010,2011,2,March,NA,Phalacrocorax_carbo,Phalacrocorax_carbo,Phalacrocorax_carbo,Phalacrocorax_carbo,monogamy,biparental,monogamy,NA,2874.166667,7,ground,microsatellite,no,2,1,Weak,Mono,NA,9,21,13,111
139Schamel2004,Phalaropus_lobatus,red-necked_phalarope,226,1.8,63,6.3,66.55,-163.61,no,DNA_fingerprinting,SC,1977,1999,23,June,July,Phalaropus_lobatus,Phalaropus_lobatus,Phalaropus_lobatus,Phalaropus_lobatus,monogamy,uniparental,mixed,NA,35.16666667,4,ground,DNA_fingerprinting,no,23,0,Strong,Mono,Poly,4,59,4,222
432Taylor2008,Philesturnus_carunculatus,saddleback,202,0,39,0,-46.9,168.1,no,microsatellite,CP,2001,2007,7,September,February,Philesturnus_carunculatus,Philesturnus_carunculatus,Philesturnus_carunculatus,Philesturnus_carunculatus,monogamy,biparental,NA,NA,78.58333333,3,open,microsatellite,no,7,0,Weak,NA,NA,0,39,0,202
259Huyvaert2000,Phoebastria_irrorata,waved_albatross,16,25,16,25,-1.38,-89.62,no,DNA_fingerprinting,M,1996,1996,1,April,NA,Phoebastria_irrorata,Phoebastria_irrorata,Phoebastria_irrorata,Phoebastria_irrorata,monogamy,biparental,monogamy,NA,3395,1,ground,DNA_fingerprinting,no,1,1,Weak,Mono,NA,4,12,4,12
259Huyvaert2006,Phoebastria_irrorata,waved_albatross,154,16.9,154,16.9,-1.38,-89.62,no,DNA_fingerprinting,M,2000,2002,3,March,December,Phoebastria_irrorata,Phoebastria_irrorata,Phoebastria_irrorata,Phoebastria_irrorata,monogamy,biparental,monogamy,NA,3395,1,ground,DNA_fingerprinting,no,3,1,Weak,Mono,NA,26,128,26,128
101Villavicencio2014,Phoenicurus_ochruros,black_redstart,222,28.8,53,30.2,47.97,11.23,no,microsatellite,"CP,CR",2010,2011,2,March,July,Phoenicurus_ochruros,Phoenicurus_ochruros,Phoenicurus_ochruros,Phoenicurus_ochruros,monogamy,nk_cooperation,monogamy,yes,16,6,cavity,microsatellite,no,2,0,Weak,Mono,NA,16,37,64,158
346Kleven2007,Phoenicurus_phoenicurus,common_redstart,253,2,38,10.5,62.47,11.8,yes,microsatellite,"CV,CR",2002,2006,5,May,June,Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,monogamy,biparental,mixed,NA,15.5,8,cavity,microsatellite,yes,5,0,Strong,Mono,Poly,4,34,5,248
221Ewen2008,Phylidonyris_pyrrhopterus,crescent_honeyeater,19,57.9,NA,NA,-39.03,146.33,no,microsatellite,CP,1995,2000,6,November,February,Phylidonyris_pyrrhopterus,Phylidonyris_pyrrhopterus,Phylidonyris_pyrrhopterus,Phylidonyris_pyrrhopterus,monogamy,biparental,NA,NA,17.5,3,open,microsatellite,no,6,1,Weak,NA,NA,NA,NA,11,8
470Forstmeier2002,Phylloscopus_fuscatus,dusky_warbler,195,45.1,46,58.7,59.85,154.02,no,microsatellite,SP,1998,1999,2,NA,NA,Phylloscopus_fuscatus,Phylloscopus_fuscatus,Phylloscopus_fuscatus,Phylloscopus_fuscatus,monogamy,biparental,NA,NA,9.916666667,6,other_enclosed,microsatellite,no,2,0,Strong,NA,NA,27,19,88,107
13Grendelmeier2017,Phylloscopus_sibilatrix,wood_warbler,12,25,10,20,47.42,7.55,no,microsatellite,SP,2013,2014,2,March,June,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,monogamy,biparental,mixed,NA,10.7,10,other_enclosed,microsatellite,no,2,0,Strong,Mono,Poly,2,8,3,9
460Gyllensten1990,Phylloscopus_sibilatrix,wood_warbler,56,0,13,0,59.32,18,no,DNA_fingerprinting,SP,1986,1987,2,May,June,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,monogamy,biparental,mixed,NA,10.7,10,other_enclosed,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,0,13,0,56
18Fridolfsson1997,Phylloscopus_trochilus,willow_warbler,68,27.9,12,58.3,56.92,18.12,no,microsatellite,SP,1992,1993,2,April,July,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,monogamy,biparental,mixed,NA,9.533333333,8,other_enclosed,microsatellite,no,2,0,Strong,Mono,Poly,7,5,19,49
122Gil2007,Phylloscopus_trochilus,willow_warbler,200,23.5,34,47.1,56.28,-2.7,no,microsatellite,SP,1994,1996,3,April,June,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,monogamy,biparental,mixed,NA,9.533333333,8,other_enclosed,microsatellite,no,3,0,Strong,Mono,Poly,16,18,47,153
460Gyllensten1990,Phylloscopus_trochilus,willow_warbler,120,0,19,0,59.32,18,no,DNA_fingerprinting,SP,1986,1987,2,April,July,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,monogamy,biparental,mixed,NA,9.533333333,8,other_enclosed,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,0,19,0,120
332Li2009,Picoides_tridactylus,Eurasian_three-toed_woodpecker,80,2.5,26,7.7,61.18,25.1,no,microsatellite,CV,2004,2007,4,April,June,Picoides_tridactylus,Picoides_tridactylus,Picoides_tridactylus,Picoides_tridactylus,monogamy,biparental,monogamy,NA,63.5,6,cavity,microsatellite,no,4,0,Weak,Mono,NA,2,24,2,78
370Pechacek2005,Picoides_tridactylus,Eurasian_three-toed_woodpecker,55,7.3,26,15.4,47.53,12.93,no,DNA_fingerprinting,CV,1994,2004,11,May,June,Picoides_tridactylus,Picoides_tridactylus,Picoides_tridactylus,Picoides_tridactylus,monogamy,biparental,monogamy,NA,63.5,6,cavity,DNA_fingerprinting,no,11,0,Weak,Mono,NA,4,22,4,51
404Smith2016,Pipilo_maculatus,spotted_towhee,575,26.3,228,44.3,45.5,-122.68,no,microsatellite,CP,2004,2006,3,NA,NA,Pipilo_maculatus,Pipilo_maculatus,Pipilo_maculatus,Pipilo_maculatus,monogamy,NA,monogamy,NA,42.96,6,open,microsatellite,no,3,0,Weak,Mono,NA,101,127,151,424
356Klatt2008,Piranga_olivacea,scarlet_tanager,54,16.7,17,29.4,41.77,-79.93,no,microsatellite,CP,2001,2005,5,May,NA,Piranga_olivacea,Piranga_olivacea,Piranga_olivacea,Piranga_olivacea,monogamy,biparental,monogamy,NA,30.71666667,5,open,microsatellite,no,5,0,Strong,Mono,NA,5,12,9,45
74Miño2011b,Platalea_ajaja,roseate_spoonbill,74,2.7,37,5.4,NA,NA,no,microsatellite,PL,2006,2008,3,NA,NA,Platalea_ajaja,Platalea_ajaja,Platalea_ajaja,Platalea_ajaja,monogamy,biparental,monogamy,NA,1475,7,open,microsatellite,no,3,1,Weak,Mono,NA,2,35,2,72
