Study_ID,Scientific_name,Common_name,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,nest_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,breeding_system,parental_care,mono_poly_model,cooperative_breeding,body_mass,CS_max,nest_type_model,marker_type_model,nest_box_model,study_duration_num,coloniality,migration,MonoBIRDBASE,PolyBIRDBASE,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring
38Robertson2001,Zosterops_lateralis,capricorn_silvereye,122,0,53,0,-23.43,151.9,no,DNA_fingerprinting,CP,1991,1992,2,September,November,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,monogamy,biparental,NA,NA,13.05,4,open,DNA_fingerprinting,no,2,0,Weak,NA,NA,0,53,0,122
263Schulze-Hagen1993,Acrocephalus_melanopogon,moustached_warbler,44,27.3,18,38.9,47.93,16.75,NA,NA,CP,NA,NA,#VALUE!,March,July,Acrocephalus_melanopogon,Acrocephalus_melanopogon,Acrocephalus_melanopogon,Acrocephalus_melanopogon,polyandry,nk_cooperation,mixed,yes,11.4,7,open,NA,NA,NA,0,Strong,Mono,Poly,7,11,12,32
51Leisler2000,Acrocephalus_paludicola,aquatic_warbler,340,39.1,75,76,53.33,22.67,no,microsatellite,CP,1993,1997,5,May,August,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,no_social_bond,uniparental,polygamy,NA,13.3,6,open,microsatellite,no,5,0,Strong,NA,Poly,57,18,133,207
263Schulze-Hagen1993,Acrocephalus_paludicola,aquatic_warbler,70,35.7,18,50,53.48,23,no,DNA_fingerprinting,CP,1990,1990,1,May,July,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,no_social_bond,uniparental,polygamy,NA,13.3,6,open,DNA_fingerprinting,no,1,0,Strong,NA,Poly,9,9,25,45
138Richardson2001,Acrocephalus_sechellensis,seychelles_warbler,55,38.2,45,40,-4.32,55.65,no,microsatellite,CP,1999,1999,1,May,September,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,cooperative_breeder,cooperation,monogamy,yes,15.9,3,open,microsatellite,no,1,0,Weak,Mono,NA,18,27,21,34
299de L. Brooke1995,Acrocephalus_vaughani_taiti,henderson_reed-warbler,28,7.1,NA,NA,-24.38,-128.32,no,DNA_fingerprinting,CP,1991,1991,1,September,December,Acrocephalus_vaughani,Acrocephalus_vaughani,Acrocephalus_vaughani,Acrocephalus_vaughani,monogamy_polyandry,nk_cooperation,NA,yes,24.5,3,open,DNA_fingerprinting,no,1,0,Weak,NA,NA,NA,NA,2,26
289Oring1992,Actitis_macularius,spotted_sandpiper,34,2.9,9,11.1,47.17,-94.42,no,DNA_fingerprinting,SC,1990,1991,2,May,July,Actitis_macularius,Actitis_macularius,Actitis_macularius,Actitis_macularius,polyandry,uniparental,mixed,NA,45,5,ground,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,1,8,1,33
45Hatchwell2002,Aegithalos_caudatus,long-tailed_tit,372,1.9,48,12.5,53.37,-1.57,no,microsatellite,DM,1994,2000,7,March,June,Aegithalos_caudatus,Aegithalos_caudatus,Aegithalos_caudatus,Aegithalos_caudatus,cooperative_breeder,cooperation,monogamy,yes,8.3,15,ground,microsatellite,no,7,0,Weak,Mono,NA,6,42,7,365
236Li2014,Aegithalos_concinnus,black-throated_tit,383,5.7,64,17.2,31.95,114.25,no,microsatellite,SP,2008,2011,4,January,May,Aegithalos_concinnus,Aegithalos_concinnus,Aegithalos_concinnus,Aegithalos_concinnus,cooperative_breeder,cooperation,NA,yes,6.4,7,other_enclosed,microsatellite,no,4,0,Weak,NA,NA,11,53,22,361
422Birks1997,Alectura_lathami,Australian_brush-turkey,65,27.7,10,NA,-27.85,153.17,no,DNA_fingerprinting,M,1990,1992,3,July,December,Alectura_lathami,Alectura_lathami,Alectura_lathami,Alectura_lathami,no_social_bond,uniparental,polygamy,NA,2390,27,ground,DNA_fingerprinting,no,3,0,Weak,NA,Poly,NA,NA,18,47
67Hill2010,Ammodramus_caudacutus,saltmarsh_sparrow,NA,NA,60,95,41,-72,no,microsatellite,CP,2003,2004,2,May,June,Ammodramus_caudacutus,Ammodramus_caudacutus,Ammospiza_caudacuta,Ammospiza_caudacuta,no_social_bond,biparental,NA,NA,19.325,5,open,microsatellite,no,2,0,Strong,NA,NA,57,3,NA,NA
7Ball 2017,Anthoscopus_minutus,cape_pendulin_tit,42,7.1,13,15.4,-33.68,18.43,no,microsatellite,PN,2002,2007,6,NA,NA,Anthoscopus_minutus,Anthoscopus_minutus,Anthoscopus_minutus,Anthoscopus_minutus,cooperative_breeder,cooperation,monogamy,yes,7.12,8,other_enclosed,microsatellite,no,6,0,Weak,Mono,NA,2,11,3,39
231Quinn1999,Aphelocoma_coerulescens,Florida_scrub-jay,139,0,60,0,27.17,-81.35,no,DNA_fingerprinting,"CP,PL",1989,1992,4,March,June,Aphelocoma_coerulescens,Aphelocoma_coerulescens,Aphelocoma_coerulescens,Aphelocoma_coerulescens,cooperative_breeder,cooperation,monogamy,yes,76.25,6,open,DNA_fingerprinting,no,4,0,Weak,Mono,NA,0,60,0,139
438Li2000,Aphelocoma_ultramarina,Mexican_jay,139,39.6,51,63,31.92,-109.25,no,microsatellite,PL,1991,1996,6,March,June,Aphelocoma_ultramarina,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Aphelocoma_wollweberi,cooperative_breeder,cooperation,mixed,yes,113.075,5,open,microsatellite,no,6,0,Weak,Mono,Poly,32,19,55,84
331Winterbottom2001,Bubalornis_niger,red-billed_buffalo_weaver,55,34.5,25,32,NA,NA,no,DNA_fingerprinting,SP,1994,1996,3,November,April,Bubalornis_niger,Bubalornis_niger,Bubalornis_niger,Bubalornis_niger,polygynandry_cooperative_breeder,nk_cooperation,polygamy,yes,78,4,other_enclosed,DNA_fingerprinting,no,3,1,Weak,NA,Poly,8,17,19,36
219Faaborg 1995,Buteo_galapagoensis,Galapagos_hawk,22,0,10,0,-0.23,-90.7,no,DNA_fingerprinting,NA,1990,1991,2,January,April,Buteo_galapagoensis,Buteo_galapagoensis,Buteo_galapagoensis,Buteo_galapagoensis,polyandry,nk_cooperation,mixed,yes,1195.5,3,NA,DNA_fingerprinting,no,2,0,Weak,Mono,Poly,0,10,0,22
236Briskie1998,Calcarius_pictus,Smith´s_longspur,114,0.9,31,3.2,58.77,-94.15,no,DNA_fingerprinting,CP,1989,1993,5,June,July,Calcarius_pictus,Calcarius_pictus,Calcarius_pictus,Calcarius_pictus,polygynandry,nk_cooperation,mixed,yes,25.425,6,open,DNA_fingerprinting,no,5,0,Strong,Mono,Poly,1,30,1,113
144Berg2005,Calocitta_formosa,white-throated_magpie-jay,105,48.6,26,61.5,10.83,-85.62,no,microsatellite,CP,1999,2002,4,January,July,Calocitta_formosa,Calocitta_formosa,Cyanocorax_formosus,Cyanocorax_formosus,cooperative_breeder,cooperation,NA,yes,208.6333333,4,open,microsatellite,no,4,0,Weak,NA,NA,16,10,51,54
226Haydock1996,Campylorhynchus_griseus,bicolored_wren,222,2.3,99,NA,8.5,-67.6,no,DNA_fingerprinting,DM,1989,1991,3,April,May,Campylorhynchus_griseus,Campylorhynchus_griseus,Campylorhynchus_griseus,Campylorhynchus_griseus,cooperative_breeder,cooperation,NA,yes,41.75,5,ground,DNA_fingerprinting,no,3,0,Weak,NA,NA,NA,NA,5,217
369Rabenold1990,Campylorhynchus_nuchalis,stripe-backed_wren,69,1.4,34,2.9,9.38,-67.7,no,DNA_fingerprinting,DM,1988,1989,2,April,December,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,cooperative_breeder,cooperation,polygamy,yes,23.3,4,ground,DNA_fingerprinting,no,2,0,Weak,NA,Poly,1,33,1,68
264Semple2001,Centrocercus_urophasianus,greater_sage-grouse,NA,NA,10,20,37.67,-118.83,no,microsatellite,SC,1997,2000,4,March,May,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,no_social_bond,uniparental,polygamy,NA,2100,15,ground,microsatellite,no,4,0,Weak,NA,Poly,2,8,NA,NA
250Bird2013,Centrocercus_urophasianus,greater_sage-grouse,NA,NA,191,7.9,49.4,-110.7,no,microsatellite,SC,1999,2006,8,March,June,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,no_social_bond,uniparental,polygamy,NA,2100,15,ground,microsatellite,no,8,0,Weak,NA,Poly,15,176,NA,NA
335Langmore2007,Chrysococcyx_basalis,Horsfield’s_bronze-cuckoo,42,0,NA,NA,-35.27,149.15,no,microsatellite,NO,1999,2005,7,September,January,Chrysococcyx_basalis,Chrysococcyx_basalis,Chalcites_basalis,Chalcites_basalis,no_social_bond,broodparasite,NA,no,24.2,NA,ground,microsatellite,no,7,0,Weak,NA,NA,NA,NA,0,42
234Gardner2004,Chthonicola_sagittatus,speckled_warbler,103,10.7,48,12.5,-35.27,149.15,no,DNA_fingerprinting,DM,1997,2000,4,September,January,Chthonicola_sagittatus,Chthonicola_sagittatus,Pyrrholaemus_sagittatus,Pyrrholaemus_sagittatus,polyandry,biparental,polygamy,NA,13.22,4,ground,DNA_fingerprinting,no,4,0,Weak,NA,Poly,6,42,11,92
115Bolopo2017,Clamator_glandarius,great_spotted_cuckoo,NA,NA,19,68.4,42.62,-5.43,no,microsatellite,NO,2009,2010,2,March,June,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,no_social_bond,broodparasite,monogamy,NA,145.95,23,ground,microsatellite,no,2,0,Strong,Mono,NA,13,6,NA,NA
115Bolopo2017,Clamator_glandarius,great_spotted_cuckoo,NA,NA,9,88.9,37.3,-3.18,no,microsatellite,NO,2009,2010,2,March,June,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,no_social_bond,broodparasite,monogamy,NA,145.95,23,ground,microsatellite,no,2,0,Strong,Mono,NA,8,1,NA,NA
222Martinez 1998,Clamator_glandarius,great_spotted_cuckoo,57,NA,10,20,37.18,-3.05,no,microsatellite,NO,1993,1993,1,March,June,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,Clamator_glandarius,no_social_bond,broodparasite,monogamy,NA,145.95,23,ground,microsatellite,no,1,0,Strong,Mono,NA,2,8,NA,NA
252Wiebe2009,Colaptes_auratus,northern_flicker,41,2.4,7,14.3,52.87,-123.03,no,microsatellite,CV,2001,2007,7,April,July,Colaptes_auratus,Colaptes_auratus,Colaptes_auratus,Colaptes_auratus,polyandry,biparental,mixed,no,136.1666667,17,cavity,microsatellite,no,7,0,Weak,Mono,Poly,1,6,1,40
387Dias2013,Colaptes_campestris,campo_flicker,90,1.1,33,3,-15.93,-47.92,no,microsatellite,CV,2007,2009,3,August,August,Colaptes_campestris,Colaptes_campestris,Colaptes_campestris,Colaptes_campestris,cooperative_breeder,cooperation,monogamy,yes,159.9833333,5,cavity,microsatellite,no,3,0,Weak,Mono,NA,1,32,1,89
386Heinsohn2000,Corcorax_melanorhamphos,white-winged_chough,68,0,28,0,-35.27,149.15,no,DNA_fingerprinting,CP,1993,1997,5,September,March,Corcorax_melanorhamphos,Corcorax_melanorhamphos,Corcorax_melanorhamphos,Corcorax_melanorhamphos,cooperative_breeder,cooperation,NA,yes,352.5,5,open,DNA_fingerprinting,no,5,0,Weak,NA,NA,0,28,0,68
19Townsend2009,Corvus_brachyrhynchos,American_crow,202,10.4,60,21.7,42.4,-76.5,no,microsatellite,CP,2005,2008,4,February,July,Corvus_brachyrhynchos,Corvus_brachyrhynchos,Corvus_brachyrhynchos,Corvus_brachyrhynchos,cooperative_breeder,cooperation,monogamy,yes,455.9333333,7,open,microsatellite,no,4,0,Weak,Mono,NA,13,47,21,181
461 Baglione2002,Corvus_corone,carrion_crow,NA,NA,19,15.8,42,-5,no,microsatellite,PL,1999,2000,2,March,July,Corvus_corone,Corvus_corone,Corvus_corone,Corvus_corone,monogamy_cooperative_breeder,cooperation,monogamy,yes,527.8333333,5,open,microsatellite,no,2,0,Weak,Mono,NA,3,16,NA,NA
107Riehl2012,Crotophaga_major,greater_ani,357,13.7,53,71.7,9.2,-80,no,microsatellite,PL,2007,2009,3,June,October,Crotophaga_major,Crotophaga_major,Crotophaga_major,Crotophaga_major,polygynandry,nk_cooperation,monogamy,yes,184.625,7,open,microsatellite,no,3,0,Weak,Mono,NA,38,15,49,308
257Marchetti1998,Cuculus_canorus,common_cuckoo,NA,NA,21,14.3,36,138,no,microsatellite,O,1991,1994,4,NA,NA,Cuculus_canorus,Cuculus_canorus,Cuculus_canorus,Cuculus_canorus,no_social_bond,broodparasite,polygamy,NA,116.25,18,open,microsatellite,no,4,0,Strong,NA,Poly,3,18,NA,NA
141Willimas2004,Cyanocorax_morio,brown_jay,113,16.8,37,21.6,10.2,-84.7,no,DNA_fingerprinting,NA,1994,1996,3,February,July,Cyanocorax_morio,Cyanocorax_morio,Cyanocorax_morio,Cyanocorax_morio,cooperative_breeder,cooperation,NA,yes,198.55,8,NA,DNA_fingerprinting,no,3,0,Weak,NA,NA,8,29,19,94
420Legge2000,Dacelo_novaeguineae,laughing_kookaburra,140,0,62,0,-35.48,149.1,no,DNA_fingerprinting,CV,1994,1998,5,September,January,Dacelo_novaeguineae,Dacelo_novaeguineae,Dacelo_novaeguineae,Dacelo_novaeguineae,cooperative_breeder,cooperation,monogamy,yes,325.25,5,cavity,DNA_fingerprinting,no,5,0,Weak,Mono,NA,0,62,0,140
385Heinsohn2007,Eclectus_roratus,eclectus_parrot,198,8.1,99,8.1,-12.75,143.28,no,DNA_fingerprinting,CV,1993,1997,5,September,March,Eclectus_roratus,Eclectus_roratus,Eclectus_roratus,Eclectus_roratus,cooperative_breeder,nk_cooperation,mixed,NA,485,2,cavity,DNA_fingerprinting,no,5,0,Weak,Mono,Poly,8,91,16,182
23Ribeiro2012,Erythropygia_coryphaeus,karoo_scrub-robin,33,18.2,12,33.3,-33.68,18.43,no,microsatellite,CP,2003,2007,5,August,November,Erythropygia_coryphaeus,Erythropygia_coryphaeus,Tychaedon_coryphoeus,Tychaedon_coryphoeus,cooperative_breeder,cooperation,NA,yes,21.4,4,open,microsatellite,no,5,0,Weak,NA,NA,4,8,6,27
179Gibbs1994,Gallinula_mortierii,Tasmanian_native_hen,28,0,6,0,-42.68,148.02,no,DNA_fingerprinting,CP,1989,1989,1,September,December,Gallinula_mortierii,Gallinula_mortierii,Tribonyx_mortierii,Tribonyx_mortierii,polyandry_polygynandry,cooperation,mixed,yes,1292.5,8,open,DNA_fingerprinting,no,1,0,Weak,Mono,Poly,0,6,0,28
324Lima2011,Guira_guira,guira_cuckoo,99,11.1,NA,NA,-15.78,-47.93,no,microsatellite,PL,1997,2001,5,August,March,Guira_guira,Guira_guira,Guira_guira,Guira_guira,monogamy_polyandry_polygynandry,nk_cooperation,NA,yes,141.7333333,8.25,open,microsatellite,no,5,0,Weak,NA,NA,NA,NA,11,88
251Durrant2005,Gymnorhina_tibicen,Australian_magpie,79,44.3,NA,NA,-37.72,144.4,no,microsatellite,HC,2000,2002,3,June,December,Gymnorhina_tibicen,Gymnorhina_tibicen,Gymnorhina_tibicen,Gymnorhina_tibicen,cooperative_breeder,cooperation,NA,yes,294.6666667,5,open,microsatellite,no,3,0,Weak,NA,NA,NA,NA,35,44
238Hughes2003,Gymnorhina_tibicen,Australian_magpie,43,81.4,32,87.5,-31.9,115.98,no,microsatellite,HC,1996,1998,3,July,February,Gymnorhina_tibicen,Gymnorhina_tibicen,Gymnorhina_tibicen,Gymnorhina_tibicen,cooperative_breeder,cooperation,NA,yes,294.6666667,5,open,microsatellite,no,3,0,Weak,NA,NA,28,4,35,8
424Haig2003,Irediparra_gallinacea,comb-crested_jacana,35,2.9,10,10,-19.57,146.78,no,other,NA,1996,1997,2,January,June,Irediparra_gallinacea,Irediparra_gallinacea,Irediparra_gallinacea,Irediparra_gallinacea,polyandry,uniparental,polygamy,NA,113.25,4,NA,mixed_other,no,2,0,Weak,NA,Poly,1,9,1,34
434Emlen1998,Jacana_jacana,wattled_jacana,235,1.3,74,17.9,9.23,-79.5,no,DNA_fingerprinting,PL,1990,1995,6,NA,NA,Jacana_jacana,Jacana_jacana,Jacana_jacana,Jacana_jacana,polyandry,uniparental,polygamy,NA,119.75,4,open,DNA_fingerprinting,no,6,0,Weak,NA,Poly,13,61,3,232
283Weinman2015,Lamprotornis_superbus,superb_starling,NA,NA,208,17.8,0.12,37.87,no,microsatellite/SNPs,NA,2001,2012,12,NA,NA,Lamprotornis_superbus,Lamprotornis_superbus,Lamprotornis_superbus,Lamprotornis_superbus,cooperative_breeder,cooperation,monogamy,yes,68.5,4,NA,mixed_other,no,12,0,Weak,Mono,NA,37,171,NA,NA
277Fornasari1992,Lanius_collurio,red-backed_shrike,19,5.3,6,16.7,46.2,9.4,no,NA,CP,1986,1989,4,May,August,Lanius_collurio,Lanius_collurio,Lanius_collurio,Lanius_collurio,cooperative_breeder,biparental,monogamy,NA,28.66666667,8,open,NA,no,4,1,Strong,Mono,NA,1,5,1,18
290Zeng2016,Lophura_leucomelanos,kalij_pheasant,79,30.4,13,53.8,19.43,-155.3,no,microsatellite,SC,2009,2011,3,April,July,Lophura_leucomelanos,Lophura_leucomelanos,Lophura_leucomelanos,Lophura_leucomelanos,cooperative_breeder,uniparental,mixed,NA,883.5,10,ground,microsatellite,no,3,0,Weak,Mono,Poly,7,6,24,55
399Kingma2013,Malurus_coronatus,purple-crowned_fairy-wren,509,5.7,217,6.9,-17.52,126.1,no,microsatellite,DM,2005,2010,6,July,September,Malurus_coronatus,Malurus_coronatus,Malurus_coronatus,Malurus_coronatus,cooperative_breeder,cooperation,monogamy,yes,11.03333333,3,ground,microsatellite,no,6,0,Weak,Mono,NA,15,202,29,480
118Colombelli-Négrel2009,Malurus_cyaneus,superb_fairy-wren,27,66.7,12,83.3,-35.62,138.03,no,microsatellite,DM,2006,2007,2,August,December,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,cooperative_breeder,cooperation,monogamy,yes,11.33333333,4,ground,microsatellite,no,2,0,Weak,Mono,NA,10,2,18,9
169Bain2014,Malurus_cyaneus,superb_fairy-wren,70,58.6,31,67.7,-38.02,144.4,no,microsatellite,DM,2011,2012,2,September,March,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,cooperative_breeder,cooperation,monogamy,yes,11.33333333,4,ground,microsatellite,no,2,0,Weak,Mono,NA,21,10,41,29
169Bain2014,Malurus_cyaneus,superb_fairy-wren,44,41,17,52.9,-36.78,145.8,no,microsatellite,DM,2011,2012,2,September,March,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,cooperative_breeder,cooperation,monogamy,yes,11.33333333,4,ground,microsatellite,no,2,0,Weak,Mono,NA,9,8,18,26
110Varian-Ramos2012,Malurus_melanocephalus,red-backed_fairy-wren,673,53.8,231,68.4,-17.37,125.75,no,microsatellite,DM,1998,2007,10,October,February,Malurus_melanocephalus,Malurus_melanocephalus,Malurus_melanocephalus,Malurus_melanocephalus,cooperative_breeder,cooperation,monogamy,yes,7.416666667,5,ground,microsatellite,no,10,0,Weak,Mono,NA,158,73,362,311
326Webster2004,Malurus_splendens,splendid_fairy-wren,386,42.2,159,55.3,-34.33,139.03,no,microsatellite,DM,1992,1998,7,October,December,Malurus_splendens,Malurus_splendens,Malurus_splendens,Malurus_splendens,cooperative_breeder,cooperation,NA,yes,9.683333333,4,ground,microsatellite,no,7,0,Weak,NA,NA,88,71,163,223
451Põldmaa1995,Manorina_melanocephala,noisy_miner,85,5.9,35,5.7,-27.33,152.55,no,DNA_fingerprinting,CP,1992,1993,2,July,November,Manorina_melanocephala,Manorina_melanocephala,Manorina_melanocephala,Manorina_melanocephala,cooperative_breeder,cooperation,NA,yes,66.65,4,open,DNA_fingerprinting,no,2,1,Weak,NA,NA,2,33,5,80
112Conrad1998,Manorina_melanophrys,bell_miner,24,4.2,13,7.7,-37.41,145.31,no,DNA_fingerprinting,CP,1993,1994,2,October,February,Manorina_melanophrys,Manorina_melanophrys,Manorina_melanophrys,Manorina_melanophrys,cooperative_breeder,cooperation,monogamy,NA,31.8,3,open,DNA_fingerprinting,no,2,1,Weak,Mono,NA,1,12,1,23
227Haydock2001,Melanerpes_formicivorus,acorn_woodpecker,386,0,123,0,36.37,-121.05,no,DNA_fingerprinting,CV,1974,1999,26,April,June,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,cooperative_breeder,cooperation,mixed,yes,78.5,6,cavity,DNA_fingerprinting,no,26,0,Weak,Mono,Poly,0,123,0,386
15Krakauer2008,Meleagris_gallopavo,wild_turkey,250,11.6,31,45.2,36.37,-121.05,no,microsatellite,SC,2001,2003,3,March,May,Meleagris_gallopavo,Meleagris_gallopavo,Meleagris_gallopavo,Meleagris_gallopavo,polyandry,uniparental,polygamy,NA,6550,26,ground,microsatellite,no,3,0,Weak,NA,Poly,14,17,29,221
56Woolfenden2002,Molothrus_ater,brown-headed_cowbird,NA,NA,42,42.9,50.18,-98.38,no,DNA_fingerprinting,NO,1993,1998,6,May,July,Molothrus_ater,Molothrus_ater,Molothrus_ater,Molothrus_ater,no_social_bond,broodparasite,NA,NA,42.75,5,ground,DNA_fingerprinting,no,6,0,Strong,NA,NA,18,24,NA,NA
342Seddon2005,Monias_benschi,subdesert_mesite,17,11.8,NA,NA,-23.07,43.62,no,microsatellite,PL,1997,2000,4,September,January,Monias_benschi,Monias_benschi,Monias_benschi,Monias_benschi,polygynandry_cooperative_breeder,cooperation,mixed,yes,139,2,open,microsatellite,no,4,0,Weak,Mono,Poly,NA,NA,2,15
230Martínez2013,Myiopsitta_monachus,monk_parakeet,NA,NA,33,45.5,-31.67,-62.82,no,microsatellite,DM,2000,2000,1,November,December,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,monogamy_cooperative_breeder,pair,monogamy,no,114.3333333,7,ground,microsatellite,no,1,1,Weak,Mono,NA,15,18,NA,NA
11Silvia2010,Myiopsitta_monachus,monk_parakeet,34,0,12,0,-31,-59,no,microsatellite,DM,NA,NA,#VALUE!,November,December,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,cooperative_breeder,pair,monogamy,no,114.3333333,7,ground,microsatellite,no,NA,1,Weak,Mono,NA,0,12,0,34
355Gienapp2010,Perisoreus_infaustus,Siberian_jay,40,0,23,0,62.37,21.5,no,microsatellite,CP,1976,2003,28,July,October,Perisoreus_infaustus,Perisoreus_infaustus,Perisoreus_infaustus,Perisoreus_infaustus,cooperative_breeder,biparental,monogamy,no,86.56666667,5,open,microsatellite,no,28,0,Weak,Mono,NA,0,23,0,40
216Dale1999,Phalaropus_fulicarius,red_phalarope,70,8.6,18,33.3,69.4,81.82,no,DNA_fingerprinting,SC,1993,1993,1,June,July,Phalaropus_fulicarius,Phalaropus_fulicarius,Phalaropus_fulicarius,Phalaropus_fulicarius,polyandry,uniparental,mixed,NA,60.1,4,ground,DNA_fingerprinting,no,1,0,Strong,Mono,Poly,6,12,6,64
381Covas2006,Philetairus_socius,sociable_weaver,56,0,20,0,-28.88,24.89,no,microsatellite,SP,1999,2001,3,September,January,Philetairus_socius,Philetairus_socius,Philetairus_socius,Philetairus_socius,cooperative_breeder,cooperation,monogamy,yes,27.9,6,other_enclosed,microsatellite,no,3,1,Weak,Mono,NA,0,20,0,56
241Thuman2005,Philomachus_pugnax,ruff,NA,NA,66,51.5,57.17,18.33,no,microsatellite,SC,1999,2000,2,May,June,Philomachus_pugnax,Philomachus_pugnax,Calidris_pugnax,Calidris_pugnax,lekking,uniparental,polygamy,NA,156,4,ground,microsatellite,no,2,1,Strong,NA,Poly,34,32,NA,NA
113Lank2002,Philomachus_pugnax,ruff,NA,NA,34,50,60.83,25.33,no,DNA_fingerprinting,SC,1987,1990,4,May,June,Philomachus_pugnax,Philomachus_pugnax,Calidris_pugnax,Calidris_pugnax,lekking,uniparental,polygamy,NA,156,4,ground,DNA_fingerprinting,no,4,1,Strong,NA,Poly,17,17,NA,NA
423Haig1994,Picoides_borealis,red-cockaded_woodpecker,80,1.2,44,2.3,35.52,-79.45,no,DNA_fingerprinting,CV,1990,1992,3,September,November,Picoides_borealis,Picoides_borealis,Leuconotopicus_borealis,Dryobates_borealis,cooperative_breeder,cooperation,NA,yes,47.28333333,5,cavity,DNA_fingerprinting,no,3,1,Weak,NA,NA,1,43,1,79
476Harrison2013,Plocepasser_mahali,white-browed_sparrow_weaver,292,11.6,180,13.9,-27.27,22.42,no,microsatellite,PN,2011,2011,1,October,April,Plocepasser_mahali,Plocepasser_mahali,Plocepasser_mahali,Plocepasser_mahali,cooperative_breeder,cooperation,monogamy,yes,42.85,3,other_enclosed,microsatellite,no,1,1,Weak,Mono,NA,25,155,34,258
75Blackmore2008,Pomatostomus_temporalis,grey-crowned_babbler,112,18.8,60,25,-30.88,14.5,no,microsatellite,DM,2003,2005,3,June,October,Pomatostomus_temporalis,Pomatostomus_temporalis,Pomatostomus_temporalis,Pomatostomus_temporalis,cooperative_breeder,cooperation,monogamy,yes,72.5,6,ground,microsatellite,no,3,0,Weak,Mono,NA,15,45,21,91
197Jamieson1994,Porphyrio_porphyrio,pukeko,73,0,12,0,-45.93,170.25,no,DNA_fingerprinting,"HC,PL",1990,1992,3,NA,NA,Porphyrio_porphyrio,Porphyrio_porphyrio,Porphyrio_porphyrio,Porphyrio_porphyrio,cooperative_breeder,cooperation,monogamy,yes,777.5,7,open,DNA_fingerprinting,no,3,0,Weak,Mono,NA,0,12,0,73
203Hartley1995,Prunella_collaris,Alpine_accentor,110,0,38,0,42.97,1.58,no,DNA_fingerprinting,"CP,CR",1990,1993,4,NA,NA,Prunella_collaris,Prunella_collaris,Prunella_collaris,Prunella_collaris,polyandry,nk_cooperation,polygamy,yes,38.58,4,cavity,DNA_fingerprinting,no,4,0,Weak,NA,Poly,0,38,0,110
280Heer1996,Prunella_collaris,Alpine_accentor,NA,NA,5,60,46.2,7.63,no,other,"CP,CR",1993,1993,1,May,July,Prunella_collaris,Prunella_collaris,Prunella_collaris,Prunella_collaris,polyandry,nk_cooperation,polygamy,yes,38.58,4,cavity,mixed_other,no,1,0,Weak,NA,Poly,3,2,NA,NA
442Burke1989,Prunella_modularis,dunnock,133,0.8,45,2.2,52.18,0.12,no,DNA_fingerprinting,CP,1981,1988,8,NA,NA,Prunella_modularis,Prunella_modularis,Prunella_modularis,Prunella_modularis,monogamy_polyandry_polygynandry,nk_cooperation,mixed,NA,19.9,6,open,DNA_fingerprinting,no,8,0,Weak,Mono,Poly,1,44,1,132
160Santos2015,Prunella_modularis,dunnock,288,17,98,26.5,-45.87,170.5,no,microsatellite,CP,2009,2012,4,July,January,Prunella_modularis,Prunella_modularis,Prunella_modularis,Prunella_modularis,monogamy_polyandry,nk_cooperation,mixed,NA,19.9,6,open,microsatellite,no,4,0,Weak,Mono,Poly,26,72,49,239
226Bruce1996,Psaltriparus_minimus,bushtit,59,0,10,0,31.85,-109.25,no,DNA_fingerprinting,PN,1992,1992,1,March,July,Psaltriparus_minimus,Psaltriparus_minimus,Psaltriparus_minimus,Psaltriparus_minimus,cooperative_breeder,cooperation,mixed,yes,5.2,8,other_enclosed,DNA_fingerprinting,no,1,0,Weak,Mono,Poly,0,10,0,59
